gene_id,locus_tag,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_00210,E745S_00210,CDS,lacL,Beta-galactosidase large subunit,Beta-galactosidase large subunit,lacL / Beta-galactosidase large subunit,COG3250,3.2.1.23
E745S_00211,E745S_00211,CDS,lacM,Beta-galactosidase small subunit,Beta-galactosidase small subunit,lacM / Beta-galactosidase small subunit,COG3250,3.2.1.23
E745S_00212,E745S_00212,CDS,aroF,Phospho-2-dehydro-3-deoxyheptonate aldolase,Phospho-2-dehydro-3-deoxyheptonate aldolase,aroF / Phospho-2-dehydro-3-deoxyheptonate aldolase,COG2876,2.5.1.54
E745S_00213,E745S_00213,CDS,aroB,3-dehydroquinate synthase,3-dehydroquinate synthase,aroB / 3-dehydroquinate synthase,COG0337,4.2.3.4
E745S_00214,E745S_00214,CDS,aroC,Chorismate synthase,Chorismate synthase,aroC / Chorismate synthase,COG0082,4.2.3.5
E745S_00215,E745S_00215,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00216,E745S_00216,CDS,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,3-phosphoshikimate 1-carboxyvinyltransferase,aroA / 3-phosphoshikimate 1-carboxyvinyltransferase,COG0128,2.5.1.19
E745S_00217,E745S_00217,CDS,aroK,Shikimate kinase,Shikimate kinase,aroK / Shikimate kinase,COG0703,2.7.1.71
E745S_00218,E745S_00218,CDS,pheA,Bifunctional chorismate mutase/prephenate dehydratase,Bifunctional chorismate mutase/prephenate dehydratase,pheA / Bifunctional chorismate mutase/prephenate dehydratase,,
E745S_00219,E745S_00219,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00220,E745S_00220,CDS,rhaR_1,HTH-type transcriptional activator RhaR,HTH-type transcriptional activator RhaR,rhaR_1 / HTH-type transcriptional activator RhaR,,
E745S_00221,E745S_00221,CDS,cheB,Protein-glutamate methylesterase/protein-glutamine glutaminase,Protein-glutamate methylesterase/protein-glutamine glut,cheB / Protein-glutamate methylesterase/protein-glutamine glut,,3.5.1.44
E745S_00222,E745S_00222,CDS,lacE_1,Lactose-binding protein,Lactose-binding protein,lacE_1 / Lactose-binding protein,,
E745S_00223,E745S_00223,CDS,lacF_1,Lactose transport system permease protein LacF,Lactose transport system permease protein LacF,lacF_1 / Lactose transport system permease protein LacF,,
E745S_00224,E745S_00224,CDS,lacG_1,Lactose transport system permease protein LacG,Lactose transport system permease protein LacG,lacG_1 / Lactose transport system permease protein LacG,,
E745S_00225,E745S_00225,CDS,umpB_1,Na(+), Li(+), K(+)/H(+) antiporter subunit B,Na(+), Li(+), K(+)/H(+) antiporter subunit B,umpB_1 / Na(+), Li(+), K(+)/H(+) antiporter subunit B,,
E745S_00226,E745S_00226,CDS,umpB_2,Na(+), Li(+), K(+)/H(+) antiporter subunit B,Na(+), Li(+), K(+)/H(+) antiporter subunit B,umpB_2 / Na(+), Li(+), K(+)/H(+) antiporter subunit B,,
E745S_00227,E745S_00227,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00228,E745S_00228,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00229,E745S_00229,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00230,E745S_00230,CDS,gpmA_1,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase,2,3-bisphosphoglycerate-dependent phosphoglycerate muta,gpmA_1 / 2,3-bisphosphoglycerate-dependent phosphoglycerate muta,,5.4.2.11
E745S_00231,E745S_00231,CDS,gph_1,Phosphoglycolate phosphatase,Phosphoglycolate phosphatase,gph_1 / Phosphoglycolate phosphatase,COG0546,3.1.3.18
E745S_00232,E745S_00232,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00233,E745S_00233,CDS,tcyP,L-cystine uptake protein TcyP,L-cystine uptake protein TcyP,tcyP / L-cystine uptake protein TcyP,COG1823,
E745S_00234,E745S_00234,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00235,E745S_00235,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00236,E745S_00236,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00237,E745S_00237,CDS,pphA,Serine/threonine-protein phosphatase 1,Serine/threonine-protein phosphatase 1,pphA / Serine/threonine-protein phosphatase 1,COG0639,3.1.3.16
E745S_00238,E745S_00238,CDS,yhgF,Protein YhgF,Protein YhgF,yhgF / Protein YhgF,COG2183,
E745S_00239,E745S_00239,CDS,NA,Protein SprT-like protein,Protein SprT-like protein,Protein SprT-like protein,,
E745S_00240,E745S_00240,CDS,ydcF,Protein YdcF,Protein YdcF,ydcF / Protein YdcF,COG1434,
E745S_00241,E745S_00241,CDS,murC,UDP-N-acetylmuramate--L-alanine ligase,UDP-N-acetylmuramate--L-alanine ligase,murC / UDP-N-acetylmuramate--L-alanine ligase,,6.3.2.8
E745S_00242,E745S_00242,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00243,E745S_00243,CDS,ybhL,Inner membrane protein YbhL,Inner membrane protein YbhL,ybhL / Inner membrane protein YbhL,COG0670,
E745S_00244,E745S_00244,CDS,polA,DNA polymerase I,DNA polymerase I,polA / DNA polymerase I,,2.7.7.7
E745S_00245,E745S_00245,CDS,mutM,Formamidopyrimidine-DNA glycosylase,Formamidopyrimidine-DNA glycosylase,mutM / Formamidopyrimidine-DNA glycosylase,COG0266,3.2.2.23
E745S_00246,E745S_00246,CDS,coaE,Dephospho-CoA kinase,Dephospho-CoA kinase,coaE / Dephospho-CoA kinase,,2.7.1.24
E745S_00247,E745S_00247,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00248,E745S_00248,CDS,nrdR,Transcriptional repressor NrdR,Transcriptional repressor NrdR,nrdR / Transcriptional repressor NrdR,COG1327,
E745S_00249,E745S_00249,CDS,dnaB,Replication initiation and membrane attachment protein,Replication initiation and membrane attachment protein,dnaB / Replication initiation and membrane attachment protein,COG3611,
E745S_00250,E745S_00250,CDS,dnaI_1,Primosomal protein DnaI,Primosomal protein DnaI,dnaI_1 / Primosomal protein DnaI,COG1484,
E745S_00251,E745S_00251,CDS,dnaI_2,Primosomal protein DnaI,Primosomal protein DnaI,dnaI_2 / Primosomal protein DnaI,COG1484,
E745S_00252,E745S_00252,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00253,E745S_00253,CDS,NA,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,,
E745S_00254,E745S_00254,CDS,trmK_1,tRNA (adenine(22)-N(1))-methyltransferase,tRNA (adenine(22)-N(1))-methyltransferase,trmK_1 / tRNA (adenine(22)-N(1))-methyltransferase,COG2384,2.1.1.217
E745S_00255,E745S_00255,CDS,trmK_2,tRNA (adenine(22)-N(1))-methyltransferase,tRNA (adenine(22)-N(1))-methyltransferase,trmK_2 / tRNA (adenine(22)-N(1))-methyltransferase,COG2384,2.1.1.217
E745S_00256,E745S_00256,CDS,NA,GTP cyclohydrolase 1 type 2 ,GTP cyclohydrolase 1 type 2 ,GTP cyclohydrolase 1 type 2 ,COG0327,
E745S_00257,E745S_00257,CDS,NA,GTP cyclohydrolase 1 type 2 ,GTP cyclohydrolase 1 type 2 ,GTP cyclohydrolase 1 type 2 ,COG0327,
E745S_00258,E745S_00258,CDS,pepT,Peptidase T,Peptidase T,pepT / Peptidase T,,3.4.11.4
E745S_00259,E745S_00259,CDS,dagK_2,Diacylglycerol kinase,Diacylglycerol kinase,dagK_2 / Diacylglycerol kinase,COG1597,2.7.1.107
E745S_00260,E745S_00260,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00261,E745S_00261,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00262,E745S_00262,CDS,clpB,Chaperone protein ClpB,Chaperone protein ClpB,clpB / Chaperone protein ClpB,COG0542,
E745S_00263,E745S_00263,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00264,E745S_00264,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00265,E745S_00265,CDS,eis_1,N-acetyltransferase Eis,N-acetyltransferase Eis,eis_1 / N-acetyltransferase Eis,,2.3.1.-
E745S_00266,E745S_00266,CDS,lepA,Elongation factor 4,Elongation factor 4,lepA / Elongation factor 4,,3.6.5.-
E745S_00267,E745S_00267,CDS,xerC_2,Tyrosine recombinase XerC,Tyrosine recombinase XerC,xerC_2 / Tyrosine recombinase XerC,,
E745S_00268,E745S_00268,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_00269,E745S_00269,CDS,NA,IS256 family transposase ISEf1,IS256 family transposase ISEf1,IS256 family transposase ISEf1,,
E745S_00270,E745S_00270,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00271,E745S_00271,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00272,E745S_00272,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00273,E745S_00273,CDS,fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG_1 / 3-oxoacyl-[acyl-carrier-protein] reductase FabG,,1.1.1.100
E745S_00274,E745S_00274,CDS,licR_1,putative licABCH operon regulator,putative licABCH operon regulator,licR_1 / putative licABCH operon regulator,COG1762,
E745S_00275,E745S_00275,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00276,E745S_00276,CDS,srlA,PTS system glucitol/sorbitol-specific EIIC component,PTS system glucitol/sorbitol-specific EIIC component,srlA / PTS system glucitol/sorbitol-specific EIIC component,COG3730,
E745S_00277,E745S_00277,CDS,srlE,PTS system glucitol/sorbitol-specific EIIB component,PTS system glucitol/sorbitol-specific EIIB component,srlE / PTS system glucitol/sorbitol-specific EIIB component,COG3732,2.7.1.198
E745S_00278,E745S_00278,CDS,NA,IS110 family transposase ISSpn10,IS110 family transposase ISSpn10,IS110 family transposase ISSpn10,,
E745S_00279,E745S_00279,CDS,srlB,PTS system glucitol/sorbitol-specific EIIA component,PTS system glucitol/sorbitol-specific EIIA component,srlB / PTS system glucitol/sorbitol-specific EIIA component,COG3731,
E745S_00280,E745S_00280,CDS,fsaA,Fructose-6-phosphate aldolase 1,Fructose-6-phosphate aldolase 1,fsaA / Fructose-6-phosphate aldolase 1,COG0176,4.1.2.-
E745S_00281,E745S_00281,CDS,prsA_1,Foldase protein PrsA,Foldase protein PrsA,prsA_1 / Foldase protein PrsA,,5.2.1.8
E745S_00282,E745S_00282,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00283,E745S_00283,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00284,E745S_00284,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00285,E745S_00285,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00286,E745S_00286,CDS,spxA_1,Regulatory protein Spx,Regulatory protein Spx,spxA_1 / Regulatory protein Spx,COG1393,
E745S_00287,E745S_00287,CDS,sttH,Streptothricin hydrolase,Streptothricin hydrolase,sttH / Streptothricin hydrolase,,3.5.2.19
E745S_00288,E745S_00288,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00289,E745S_00289,CDS,aes_2,Acetyl esterase,Acetyl esterase,aes_2 / Acetyl esterase,,3.1.1.-
E745S_00290,E745S_00290,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00291,E745S_00291,CDS,murR_1,HTH-type transcriptional regulator MurR,HTH-type transcriptional regulator MurR,murR_1 / HTH-type transcriptional regulator MurR,COG1737,
E745S_00292,E745S_00292,CDS,NA,6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating,6-phosphogluconate dehydrogenase, NAD(+)-dependent, dec,6-phosphogluconate dehydrogenase, NAD(+)-dependent, dec,COG1023,1.1.1.343
E745S_00293,E745S_00293,CDS,fldH,Phenyllactate dehydrogenase,Phenyllactate dehydrogenase,fldH / Phenyllactate dehydrogenase,,1.1.1.-
E745S_00294,E745S_00294,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00295,E745S_00295,CDS,hcxA,Hydroxycarboxylate dehydrogenase A,Hydroxycarboxylate dehydrogenase A,hcxA / Hydroxycarboxylate dehydrogenase A,COG0371,1.1.1.-
E745S_00296,E745S_00296,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00297,E745S_00297,CDS,manZ_1,PTS system mannose-specific EIID component,PTS system mannose-specific EIID component,manZ_1 / PTS system mannose-specific EIID component,COG3716,
E745S_00298,E745S_00298,CDS,sorB_1,PTS system sorbose-specific EIIB component,PTS system sorbose-specific EIIB component,sorB_1 / PTS system sorbose-specific EIIB component,COG3444,2.7.1.206
E745S_00299,E745S_00299,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00300,E745S_00300,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00301,E745S_00301,CDS,manX_1,PTS system mannose-specific EIIAB component,PTS system mannose-specific EIIAB component,manX_1 / PTS system mannose-specific EIIAB component,,2.7.1.191
E745S_00302,E745S_00302,CDS,uxuA_1,Mannonate dehydratase,Mannonate dehydratase,uxuA_1 / Mannonate dehydratase,COG1312,4.2.1.8
E745S_00303,E745S_00303,CDS,ppaX,Pyrophosphatase PpaX,Pyrophosphatase PpaX,ppaX / Pyrophosphatase PpaX,,3.6.1.1
E745S_00304,E745S_00304,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00305,E745S_00305,CDS,cspL,Cold shock protein 2,Cold shock protein 2,cspL / Cold shock protein 2,COG1278,
E745S_00306,E745S_00306,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00307,E745S_00307,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00308,E745S_00308,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00309,E745S_00309,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00310,E745S_00310,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00311,E745S_00311,tRNA,NA,tRNA-Met(cat),tRNA-Met(cat),tRNA-Met(cat),,
E745S_00312,E745S_00312,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00313,E745S_00313,CDS,yidA_1,Sugar phosphatase YidA,Sugar phosphatase YidA,yidA_1 / Sugar phosphatase YidA,COG0561,3.1.3.23
E745S_00314,E745S_00314,CDS,gspA_1,General stress protein A,General stress protein A,gspA_1 / General stress protein A,COG1442,
E745S_00315,E745S_00315,CDS,gspA_2,General stress protein A,General stress protein A,gspA_2 / General stress protein A,COG1442,
E745S_00316,E745S_00316,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00317,E745S_00317,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00318,E745S_00318,CDS,yghA,putative oxidoreductase YghA,putative oxidoreductase YghA,yghA / putative oxidoreductase YghA,,1.-.-.-
E745S_00319,E745S_00319,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00320,E745S_00320,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00321,E745S_00321,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00322,E745S_00322,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00323,E745S_00323,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00324,E745S_00324,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00325,E745S_00325,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00326,E745S_00326,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00327,E745S_00327,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00328,E745S_00328,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00329,E745S_00329,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00330,E745S_00330,CDS,NA,Stress response regulator gls24 ,Stress response regulator gls24 ,Stress response regulator gls24 ,,
E745S_00331,E745S_00331,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00332,E745S_00332,CDS,NA,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,,
E745S_00333,E745S_00333,CDS,amt,Ammonia channel,Ammonia channel,amt / Ammonia channel,,
E745S_00334,E745S_00334,CDS,gadC_1,Glutamate/gamma-aminobutyrate antiporter,Glutamate/gamma-aminobutyrate antiporter,gadC_1 / Glutamate/gamma-aminobutyrate antiporter,COG0531,
E745S_00335,E745S_00335,CDS,glsA,Glutaminase,Glutaminase,glsA / Glutaminase,COG2066,3.5.1.2
E745S_00336,E745S_00336,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00337,E745S_00337,CDS,dxs,1-deoxy-D-xylulose-5-phosphate synthase,1-deoxy-D-xylulose-5-phosphate synthase,dxs / 1-deoxy-D-xylulose-5-phosphate synthase,COG1154,2.2.1.7
E745S_00338,E745S_00338,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00339,E745S_00339,CDS,nanE_1,Putative N-acetylmannosamine-6-phosphate 2-epimerase,Putative N-acetylmannosamine-6-phosphate 2-epimerase,nanE_1 / Putative N-acetylmannosamine-6-phosphate 2-epimerase,,5.1.3.9
E745S_00340,E745S_00340,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00341,E745S_00341,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00342,E745S_00342,CDS,ftsW_1,putative peptidoglycan glycosyltransferase FtsW,putative peptidoglycan glycosyltransferase FtsW,ftsW_1 / putative peptidoglycan glycosyltransferase FtsW,COG0772,2.4.1.129
E745S_00343,E745S_00343,CDS,msrR,Regulatory protein MsrR,Regulatory protein MsrR,msrR / Regulatory protein MsrR,,
E745S_00344,E745S_00344,CDS,pbp,Beta-lactam-inducible penicillin-binding protein,Beta-lactam-inducible penicillin-binding protein,pbp / Beta-lactam-inducible penicillin-binding protein,COG0768,
E745S_00345,E745S_00345,CDS,napA_1,Na(+)/H(+) antiporter,Na(+)/H(+) antiporter,napA_1 / Na(+)/H(+) antiporter,,
E745S_00346,E745S_00346,CDS,napA_2,Na(+)/H(+) antiporter,Na(+)/H(+) antiporter,napA_2 / Na(+)/H(+) antiporter,,
E745S_00347,E745S_00347,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00348,E745S_00348,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00349,E745S_00349,CDS,ahpF,NADH dehydrogenase,NADH dehydrogenase,ahpF / NADH dehydrogenase,,1.6.99.3
E745S_00350,E745S_00350,CDS,ahpC,Alkyl hydroperoxide reductase C,Alkyl hydroperoxide reductase C,ahpC / Alkyl hydroperoxide reductase C,COG0450,1.11.1.15
E745S_00351,E745S_00351,CDS,rspR_1,HTH-type transcriptional repressor RspR,HTH-type transcriptional repressor RspR,rspR_1 / HTH-type transcriptional repressor RspR,COG1802,
E745S_00352,E745S_00352,CDS,uxuA_2,Mannonate dehydratase,Mannonate dehydratase,uxuA_2 / Mannonate dehydratase,,4.2.1.8
E745S_00353,E745S_00353,CDS,uxuA_3,Mannonate dehydratase,Mannonate dehydratase,uxuA_3 / Mannonate dehydratase,COG1312,4.2.1.8
E745S_00354,E745S_00354,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00355,E745S_00355,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00356,E745S_00356,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00357,E745S_00357,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00358,E745S_00358,CDS,ohrR,Organic hydroperoxide resistance transcriptional regulator,Organic hydroperoxide resistance transcriptional regula,ohrR / Organic hydroperoxide resistance transcriptional regula,,
E745S_00359,E745S_00359,CDS,ohrA,Organic hydroperoxide resistance protein OhrA,Organic hydroperoxide resistance protein OhrA,ohrA / Organic hydroperoxide resistance protein OhrA,COG1764,
E745S_00360,E745S_00360,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
