locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_00290	CDS	207				hypothetical protein
E745S_00291	gene	849	murR_1			
E745S_00291	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
E745S_00292	gene	903				
E745S_00292	CDS	903		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
E745S_00293	gene	1002	fldH			
E745S_00293	CDS	1002	fldH	1.1.1.-		Phenyllactate dehydrogenase
E745S_00294	gene	273				
E745S_00294	CDS	273				hypothetical protein
E745S_00295	gene	798	hcxA			
E745S_00295	CDS	798	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
E745S_00296	gene	834				
E745S_00296	CDS	834				hypothetical protein
E745S_00297	gene	858	manZ_1			
E745S_00297	CDS	858	manZ_1		COG3716	PTS system mannose-specific EIID component
E745S_00298	gene	510	sorB_1			
E745S_00298	CDS	510	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
E745S_00299	gene	402				
E745S_00299	CDS	402				hypothetical protein
E745S_00300	gene	423				
E745S_00300	CDS	423				hypothetical protein
E745S_00301	gene	444	manX_1			
E745S_00301	CDS	444	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
E745S_00302	gene	1086	uxuA_1			
E745S_00302	CDS	1086	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
E745S_00303	gene	714	ppaX			
E745S_00303	CDS	714	ppaX	3.6.1.1		Pyrophosphatase PpaX
E745S_00304	gene	150				
E745S_00304	CDS	150				hypothetical protein
E745S_00305	gene	201	cspL			
E745S_00305	CDS	201	cspL		COG1278	Cold shock protein 2
E745S_00306	gene	99				
E745S_00306	CDS	99				hypothetical protein
E745S_00307	gene	366				
E745S_00307	CDS	366				hypothetical protein
E745S_00308	gene	246				
E745S_00308	CDS	246				hypothetical protein
E745S_00309	gene	255				
E745S_00309	CDS	255				hypothetical protein
E745S_00310	gene	306				
E745S_00310	CDS	306				hypothetical protein
E745S_00311	gene	76				
E745S_00311	tRNA	76				tRNA-Met(cat)
E745S_00312	gene	498				
E745S_00312	CDS	498				hypothetical protein
E745S_00313	gene	810	yidA_1			
E745S_00313	CDS	810	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
E745S_00314	gene	858	gspA_1			
E745S_00314	CDS	858	gspA_1		COG1442	General stress protein A
E745S_00315	gene	903	gspA_2			
E745S_00315	CDS	903	gspA_2		COG1442	General stress protein A
E745S_00316	gene	351				
E745S_00316	CDS	351				hypothetical protein
E745S_00317	gene	939				
E745S_00317	CDS	939				hypothetical protein
E745S_00318	gene	894	yghA			
E745S_00318	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
E745S_00319	gene	564				
E745S_00319	CDS	564				hypothetical protein
E745S_00320	gene	189				
E745S_00320	CDS	189				hypothetical protein
E745S_00321	gene	99				
E745S_00321	CDS	99				hypothetical protein
E745S_00322	gene	807				
E745S_00322	CDS	807				hypothetical protein
E745S_00323	gene	243				
E745S_00323	CDS	243				hypothetical protein
E745S_00324	gene	372				
E745S_00324	CDS	372				hypothetical protein
E745S_00325	gene	228				
E745S_00325	CDS	228				hypothetical protein
E745S_00326	gene	474				
E745S_00326	CDS	474				hypothetical protein
E745S_00327	gene	174				
E745S_00327	CDS	174				hypothetical protein
E745S_00328	gene	567				
E745S_00328	CDS	567				hypothetical protein
E745S_00329	gene	189				
E745S_00329	CDS	189				hypothetical protein
E745S_00330	gene	558				
E745S_00330	CDS	558				Stress response regulator gls24 
E745S_00331	gene	243				
E745S_00331	CDS	243				hypothetical protein
E745S_00332	gene	1296				
E745S_00332	CDS	1296				ISL3 family transposase ISEfa11
E745S_00333	gene	1215	amt			
E745S_00333	CDS	1215	amt			Ammonia channel
E745S_00334	gene	1428	gadC_1			
E745S_00334	CDS	1428	gadC_1		COG0531	Glutamate/gamma-aminobutyrate antiporter
E745S_00335	gene	927	glsA			
E745S_00335	CDS	927	glsA	3.5.1.2	COG2066	Glutaminase
E745S_00336	gene	1461				
E745S_00336	CDS	1461				hypothetical protein
E745S_00337	gene	1764	dxs			
E745S_00337	CDS	1764	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
E745S_00338	gene	357				
E745S_00338	CDS	357				hypothetical protein
E745S_00339	gene	684	nanE_1			
E745S_00339	CDS	684	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
E745S_00340	gene	615				
E745S_00340	CDS	615				hypothetical protein
E745S_00341	gene	207				
E745S_00341	CDS	207				hypothetical protein
E745S_00342	gene	1164	ftsW_1			
E745S_00342	CDS	1164	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
E745S_00343	gene	756	msrR			
E745S_00343	CDS	756	msrR			Regulatory protein MsrR
E745S_00344	gene	2040	pbp			
E745S_00344	CDS	2040	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
E745S_00345	gene	609	napA_1			
E745S_00345	CDS	609	napA_1			Na(+)/H(+) antiporter
E745S_00346	gene	546	napA_2			
E745S_00346	CDS	546	napA_2			Na(+)/H(+) antiporter
E745S_00347	gene	531				
E745S_00347	CDS	531				hypothetical protein
E745S_00348	gene	351				
E745S_00348	CDS	351				hypothetical protein
E745S_00349	gene	1530	ahpF			
E745S_00349	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
E745S_00350	gene	564	ahpC			
E745S_00350	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
E745S_00351	gene	663	rspR_1			
E745S_00351	CDS	663	rspR_1		COG1802	HTH-type transcriptional repressor RspR
E745S_00352	gene	1986	uxuA_2			
E745S_00352	CDS	1986	uxuA_2	4.2.1.8		Mannonate dehydratase
E745S_00353	gene	774	uxuA_3			
E745S_00353	CDS	774	uxuA_3	4.2.1.8	COG1312	Mannonate dehydratase
E745S_00354	gene	1554				
E745S_00354	CDS	1554				hypothetical protein
E745S_00355	gene	588				
E745S_00355	CDS	588				hypothetical protein
E745S_00356	gene	591				
E745S_00356	CDS	591				hypothetical protein
E745S_00357	gene	1038				
E745S_00357	CDS	1038				hypothetical protein
E745S_00358	gene	441	ohrR			
E745S_00358	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
E745S_00359	gene	411	ohrA			
E745S_00359	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
E745S_00360	gene	435				
E745S_00360	CDS	435				hypothetical protein
E745S_00361	gene	771				
E745S_00361	CDS	771				hypothetical protein
E745S_00362	gene	1767	bbmA			
E745S_00362	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
E745S_00363	gene	1260	mdxE			
E745S_00363	CDS	1260	mdxE		COG2182	Maltodextrin-binding protein MdxE
E745S_00364	gene	1302				
E745S_00364	CDS	1302				hypothetical protein
E745S_00365	gene	852	malG			
E745S_00365	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
E745S_00366	gene	816				
E745S_00366	CDS	816				hypothetical protein
E745S_00367	gene	1167	cfa			
E745S_00367	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
E745S_00368	gene	648				
E745S_00368	CDS	648				hypothetical protein
E745S_00369	gene	945	pyrDA			
E745S_00369	CDS	945	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
E745S_00370	gene	1452	nylA			
E745S_00370	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
E745S_00371	gene	837	yckB			
E745S_00371	CDS	837	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
E745S_00372	gene	660	yecS_1			
E745S_00372	CDS	660	yecS_1		COG0765	L-cystine transport system permease protein YecS
E745S_00373	gene	690				
E745S_00373	CDS	690				hypothetical protein
E745S_00374	gene	957				
E745S_00374	CDS	957				hypothetical protein
E745S_00375	gene	513				
E745S_00375	CDS	513				hypothetical protein
E745S_00376	gene	549	gmk_1			
E745S_00376	CDS	549	gmk_1	2.7.4.8	COG0194	Guanylate kinase
E745S_00377	gene	1182	nupC			
E745S_00377	CDS	1182	nupC		COG1972	Nucleoside permease NupC
E745S_00378	gene	1509				
E745S_00378	CDS	1509				hypothetical protein
E745S_00379	gene	192				
E745S_00379	CDS	192				hypothetical protein
E745S_00380	gene	918				
E745S_00380	CDS	918				hypothetical protein
E745S_00381	gene	1074				
E745S_00381	CDS	1074				hypothetical protein
E745S_00382	gene	519				
E745S_00382	CDS	519				hypothetical protein
E745S_00383	gene	393				
E745S_00383	CDS	393				hypothetical protein
E745S_00384	gene	936				
E745S_00384	CDS	936				hypothetical protein
E745S_00385	gene	780	ygaZ_1			
E745S_00385	CDS	780	ygaZ_1		COG1296	Inner membrane protein YgaZ
E745S_00386	gene	318				
E745S_00386	CDS	318				hypothetical protein
E745S_00387	gene	1611	murJ_1			
E745S_00387	CDS	1611	murJ_1		COG2244	Lipid II flippase MurJ
E745S_00388	gene	849	degV			
E745S_00388	CDS	849	degV		COG1307	Protein DegV
E745S_00389	gene	480				
E745S_00389	CDS	480				hypothetical protein
E745S_00390	gene	2229				
E745S_00390	CDS	2229				hypothetical protein
E745S_00391	gene	1644	malL_1			
E745S_00391	CDS	1644	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
E745S_00392	gene	546				
E745S_00392	CDS	546				hypothetical protein
E745S_00393	gene	486	hmpT			
E745S_00393	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
E745S_00394	gene	654	pdxK			
E745S_00394	CDS	654	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
E745S_00395	gene	1545	menE			
E745S_00395	CDS	1545	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
E745S_00396	gene	1032	xerC_3			
E745S_00396	CDS	1032	xerC_3			Tyrosine recombinase XerC
E745S_00397	gene	987	ysnF			
E745S_00397	CDS	987	ysnF			Stress response protein YsnF
E745S_00398	gene	1341	sasA_1			
E745S_00398	CDS	1341	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
E745S_00399	gene	558	mprA			
E745S_00399	CDS	558	mprA		COG0745	Response regulator MprA
E745S_00400	gene	1074				
E745S_00400	CDS	1074			COG0577	putative ABC transporter permease
E745S_00401	gene	303	lolD_1			
E745S_00401	CDS	303	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
E745S_00402	gene	312	hrtA_1			
E745S_00402	CDS	312	hrtA_1	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
E745S_00403	gene	648				
E745S_00403	CDS	648				hypothetical protein
E745S_00404	gene	1392				
E745S_00404	CDS	1392				hypothetical protein
E745S_00405	gene	342				
E745S_00405	CDS	342				hypothetical protein
E745S_00406	gene	342				
E745S_00406	CDS	342				hypothetical protein
E745S_00407	gene	2559				
E745S_00407	CDS	2559				hypothetical protein
E745S_00408	gene	843				
E745S_00408	CDS	843				hypothetical protein
E745S_00409	gene	564				
E745S_00409	CDS	564				hypothetical protein
E745S_00410	gene	1878				
E745S_00410	CDS	1878				hypothetical protein
E745S_00411	gene	843				
E745S_00411	CDS	843				hypothetical protein
E745S_00412	gene	876	ybbH_1			
E745S_00412	CDS	876	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
E745S_00413	gene	1032	yhhX			
E745S_00413	CDS	1032	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
E745S_00414	gene	291				
E745S_00414	CDS	291				hypothetical protein
E745S_00415	gene	2016				
E745S_00415	CDS	2016				hypothetical protein
E745S_00416	gene	285				
E745S_00416	CDS	285				hypothetical protein
E745S_00417	gene	1374	ulaA_1			
E745S_00417	CDS	1374	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
E745S_00418	gene	2016				
E745S_00418	CDS	2016				hypothetical protein
E745S_00419	gene	1209				
E745S_00419	CDS	1209				hypothetical protein
E745S_00420	gene	945	rhaS_1			
E745S_00420	CDS	945	rhaS_1			HTH-type transcriptional activator RhaS
E745S_00421	gene	174				
E745S_00421	CDS	174				hypothetical protein
E745S_00422	gene	945	ldh_1			
E745S_00422	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
E745S_00423	gene	399				
E745S_00423	CDS	399				hypothetical protein
E745S_00424	gene	237				
E745S_00424	CDS	237				hypothetical protein
E745S_00425	gene	318				
E745S_00425	CDS	318				hypothetical protein
E745S_00426	gene	2109	topB_1			
E745S_00426	CDS	2109	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
E745S_00427	gene	411				
E745S_00427	CDS	411				hypothetical protein
E745S_00428	gene	1164	tagU_1			
E745S_00428	CDS	1164	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
E745S_00429	gene	855	aroE			
E745S_00429	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
E745S_00430	gene	771	cmpD			
E745S_00430	CDS	771	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
E745S_00431	gene	882				
E745S_00431	CDS	882				hypothetical protein
E745S_00432	gene	1050				
E745S_00432	CDS	1050				hypothetical protein
E745S_00433	gene	624				
E745S_00433	CDS	624				hypothetical protein
E745S_00434	gene	954				
E745S_00434	CDS	954			COG2826	IS30 family transposase IS1252
E745S_00435	gene	1707	rqcH			
E745S_00435	CDS	1707	rqcH		COG1293	Rqc2 RqcH
E745S_00436	gene	903	hdfR_1			
E745S_00436	CDS	903	hdfR_1			HTH-type transcriptional regulator HdfR
E745S_00437	gene	705	cah			
E745S_00437	CDS	705	cah	4.2.1.1	COG3338	Carbonic anhydrase
E745S_00438	gene	642	yfbR			
E745S_00438	CDS	642	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
E745S_00439	gene	630	pyrE			
E745S_00439	CDS	630	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
E745S_00440	gene	717	pyrF			
E745S_00440	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
E745S_00441	gene	933	pyrDB			
E745S_00441	CDS	933	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
E745S_00442	gene	354	pyrK_1			
E745S_00442	CDS	354	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
E745S_00443	gene	447	pyrK_2			
E745S_00443	CDS	447	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
E745S_00444	gene	3186	carB			
E745S_00444	CDS	3186	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
E745S_00445	gene	1077	carA			
E745S_00445	CDS	1077	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
E745S_00446	gene	1281	pyrC			
E745S_00446	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
E745S_00447	gene	927	pyrB			
E745S_00447	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
E745S_00448	gene	1284	pyrP			
E745S_00448	CDS	1284	pyrP			Uracil permease
E745S_00449	gene	540	pyrR			
E745S_00449	CDS	540	pyrR			Bifunctional protein pyrR
E745S_00450	gene	912	rluD_1			
E745S_00450	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
E745S_00451	gene	465	lspA			
E745S_00451	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
E745S_00452	gene	699				
E745S_00452	CDS	699				hypothetical protein
E745S_00453	gene	387				
E745S_00453	CDS	387				hypothetical protein
E745S_00454	gene	1671	fhs1			
E745S_00454	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
E745S_00455	gene	234				
E745S_00455	CDS	234				hypothetical protein
E745S_00456	gene	432				
E745S_00456	CDS	432				hypothetical protein
E745S_00457	gene	414	rnhA			
E745S_00457	CDS	414	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
E745S_00458	gene	1149	fieF			
E745S_00458	CDS	1149	fieF			Ferrous-iron efflux pump FieF
E745S_00459	gene	597	panT_1			
E745S_00459	CDS	597	panT_1			Pantothenate transporter PanT
E745S_00460	gene	2643	alaS			
E745S_00460	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
E745S_00461	gene	432				
E745S_00461	CDS	432		2.3.1.-		Acetyltransferase
E745S_00462	gene	1350	cshB			
E745S_00462	CDS	1350	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
E745S_00463	gene	1164				
E745S_00463	CDS	1164				hypothetical protein
E745S_00464	gene	324				
E745S_00464	CDS	324				hypothetical protein
E745S_00465	gene	1350	steT_1			
E745S_00465	CDS	1350	steT_1		COG0531	Serine/threonine exchanger SteT
E745S_00466	gene	954				
E745S_00466	CDS	954				putative epimerase/dehydratase
E745S_00467	gene	1191				
E745S_00467	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
E745S_00468	gene	222				
E745S_00468	CDS	222				hypothetical protein
E745S_00469	gene	684	yedJ			
E745S_00469	CDS	684	yedJ		COG1418	putative protein YedJ
E745S_00470	gene	1497	ypwA			
E745S_00470	CDS	1497	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
E745S_00471	gene	1167	rlmL			
E745S_00471	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
E745S_00472	gene	420	gpsB			
E745S_00472	CDS	420	gpsB			Cell cycle protein GpsB
E745S_00473	gene	540				
E745S_00473	CDS	540				hypothetical protein
E745S_00474	gene	648	recU			
E745S_00474	CDS	648	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
E745S_00475	gene	2382	ponA_1			
E745S_00475	CDS	2382	ponA_1		COG0744	Penicillin-binding protein 1A
E745S_00476	gene	1296				
E745S_00476	CDS	1296				ISL3 family transposase ISEfa5
E745S_00477	gene	498				
E745S_00477	CDS	498				hypothetical protein
E745S_00478	gene	678	nth			
E745S_00478	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
E745S_00479	gene	699	dnaD			
E745S_00479	CDS	699	dnaD		COG3935	DNA replication protein DnaD
E745S_00480	gene	1185	tetA			
E745S_00480	CDS	1185	tetA			Tetracycline resistance protein, class C
E745S_00481	gene	444				
E745S_00481	CDS	444				hypothetical protein
E745S_00482	gene	288				
E745S_00482	CDS	288				hypothetical protein
E745S_00483	gene	1353	nox_1			
E745S_00483	CDS	1353	nox_1	1.6.99.3	COG0446	NADH oxidase
E745S_00484	gene	447	perR			
E745S_00484	CDS	447	perR		COG0735	Peroxide operon regulator
E745S_00485	gene	927	cysK			
E745S_00485	CDS	927	cysK	2.5.1.47		Cysteine synthase
E745S_00486	gene	888				
E745S_00486	CDS	888		3.2.1.-	COG1388	Autolysin
E745S_00487	gene	954				
E745S_00487	CDS	954			COG2826	IS30 family transposase IS1252
E745S_00488	gene	1998	tkt			
E745S_00488	CDS	1998	tkt	2.2.1.1		Transketolase
E745S_00489	gene	252				
E745S_00489	CDS	252				hypothetical protein
E745S_00490	gene	624	lexA			
E745S_00490	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
E745S_00491	gene	219				
E745S_00491	CDS	219				hypothetical protein
E745S_00492	gene	513	apt			
E745S_00492	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
E745S_00493	gene	2298				
E745S_00493	CDS	2298				hypothetical protein
E745S_00494	gene	435				
E745S_00494	CDS	435				hypothetical protein
E745S_00495	gene	789	hcaB			
E745S_00495	CDS	789	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
E745S_00496	gene	942	rnz			
E745S_00496	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
E745S_00497	gene	588				
E745S_00497	CDS	588				hypothetical protein
E745S_00498	gene	1314	obg			
E745S_00498	CDS	1314	obg	3.6.5.-	COG0536	GTPase Obg
E745S_00499	gene	1011	gap_1			
E745S_00499	CDS	1011	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
E745S_00500	gene	936	menH_1			
E745S_00500	CDS	936	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
E745S_00501	gene	960				
E745S_00501	CDS	960			COG2826	IS30 family transposase IS6770
E745S_00502	gene	1095				
E745S_00502	CDS	1095				hypothetical protein
E745S_00503	gene	762				
E745S_00503	CDS	762				hypothetical protein
E745S_00504	gene	441	fabZ_1			
E745S_00504	CDS	441	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
E745S_00505	gene	756	fabI			
E745S_00505	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
E745S_00506	gene	1014	ilvE			
E745S_00506	CDS	1014	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
E745S_00507	gene	921	ykuT			
E745S_00507	CDS	921	ykuT		COG0668	putative MscS family protein YkuT
E745S_00508	gene	501				
E745S_00508	CDS	501				hypothetical protein
E745S_00509	gene	519				
E745S_00509	CDS	519				hypothetical protein
E745S_00510	gene	1356	rph			
E745S_00510	CDS	1356	rph	2.7.7.56		Ribonuclease PH
E745S_00511	gene	834	murI			
E745S_00511	CDS	834	murI	5.1.1.3	COG0796	Glutamate racemase
E745S_00512	gene	657	glnP			
E745S_00512	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
E745S_00513	gene	648	glnM			
E745S_00513	CDS	648	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
E745S_00514	gene	816	glnH			
E745S_00514	CDS	816	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
E745S_00515	gene	738	glnQ_1			
E745S_00515	CDS	738	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
E745S_00516	gene	1011	trpS2			
E745S_00516	CDS	1011	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
E745S_00517	gene	2421	pheT			
E745S_00517	CDS	2421	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
E745S_00518	gene	1044	pheS			
E745S_00518	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
E745S_00519	gene	342	yodB			
E745S_00519	CDS	342	yodB		COG1733	HTH-type transcriptional regulator YodB
E745S_00520	gene	3723	addA			
E745S_00520	CDS	3723	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
E745S_00521	gene	2586	addB_1			
E745S_00521	CDS	2586	addB_1	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
